"","Datum","Warengruppe","Umsatz","Wochentag","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Feiertage","istFeiertag"
"9831",2017-05-30,"Kuchen",256.922058941524,"Dienstag",0,6,20.5,14,5,"0",0
"9832",2017-05-31,"Kuchen",250.903481555561,"Mittwoch",0,5,15.5,18,5,"0",0
"9833",2017-06-01,"Kuchen",257.53068125839,"Donnerstag",0,0,17.375,12,5,"0",0
"9834",2017-06-02,"Kuchen",219.892781359991,"Freitag",0,0,20.25,9,NA,"0",0
"9835",2017-06-03,"Kuchen",341.219951593786,"Samstag",0,7,17.5,5,61,"0",0
"9836",2017-06-04,"Kuchen",282.766379717761,"Sonntag",0,5,17.125,14,61,"0",0
"9837",2017-06-05,"Kuchen",305.044021088221,"Montag",0,1,20.125,9,0,"Pfingstmontag",1
"9838",2017-06-06,"Kuchen",230.088051311499,"Dienstag",0,4,21.625,10,61,"0",0
"9839",2017-06-07,"Kuchen",199.147542181916,"Mittwoch",0,7,12.25,14,63,"0",0
"9840",2017-06-08,"Kuchen",248.667270223624,"Donnerstag",0,7,14.875,8,61,"0",0
"9841",2017-06-09,"Kuchen",252.167271175662,"Freitag",0,6,20.25,14,95,"0",0
"9842",2017-06-10,"Kuchen",295.925237566685,"Samstag",0,5,19.25,10,0,"0",0
"9843",2017-06-11,"Kuchen",218.900286398773,"Sonntag",0,2,25,11,NA,"0",0
"9844",2017-06-12,"Kuchen",224.860256662599,"Montag",0,7,16.25,16,61,"0",0
"9845",2017-06-13,"Kuchen",251.89343554553,"Dienstag",0,6,16.125,16,21,"0",0
"9846",2017-06-14,"Kuchen",241.878666670142,"Mittwoch",0,7,19.125,9,NA,"0",0
"9847",2017-06-15,"Kuchen",239.393849321219,"Donnerstag",0,3,22.75,6,21,"0",0
"9848",2017-06-16,"Kuchen",357.991437584472,"Freitag",0,5,17.375,20,21,"0",0
"9849",2017-06-17,"Kuchen",352.506179682214,"Samstag",1,0,20.125,15,0,"0",0
"9850",2017-06-18,"Kuchen",216.356703017971,"Sonntag",1,2,24.25,9,NA,"0",0
"9851",2017-06-19,"Kuchen",266.040845002576,"Montag",1,1,25.375,7,0,"0",0
"9852",2017-06-20,"Kuchen",239.596188002166,"Dienstag",1,0,20.75,12,0,"0",0
"9853",2017-06-21,"Kuchen",232.925986116455,"Mittwoch",1,3,18.75,10,NA,"0",0
"9854",2017-06-22,"Kuchen",231.444516999084,"Donnerstag",1,3,20.25,10,95,"0",0
"9855",2017-06-23,"Kuchen",335.567446461642,"Freitag",1,7,17.25,14,61,"0",0
"9856",2017-06-24,"Kuchen",448.004437068748,"Samstag",1,6,17.875,19,61,"0",0
"9857",2017-06-25,"Kuchen",305.520160355371,"Sonntag",1,7,17.25,16,20,"0",0
"9858",2017-06-26,"Kuchen",270.978865267527,"Montag",0,3,17.375,16,21,"0",0
"9859",2017-06-27,"Kuchen",233.934559868307,"Dienstag",0,3,16.375,9,NA,"0",0
"9860",2017-06-28,"Kuchen",205.983447305846,"Mittwoch",0,6,19.75,18,NA,"0",0
"9861",2017-06-29,"Kuchen",275.570722936418,"Donnerstag",0,7,17.875,8,61,"0",0
"9862",2017-06-30,"Kuchen",276.906279043165,"Freitag",0,7,14.875,11,63,"0",0
"9863",2017-07-01,"Kuchen",263.834203280722,"Samstag",0,7,17.625,10,21,"0",0
"9864",2017-07-02,"Kuchen",258.691508842531,"Sonntag",0,7,17.125,18,21,"0",0
"9865",2017-07-03,"Kuchen",265.352384049741,"Montag",0,7,18.625,14,95,"0",0
"9866",2017-07-05,"Kuchen",283.910217712057,"Mittwoch",0,2,19,9,NA,"0",0
"9867",2017-07-06,"Kuchen",261.128792847111,"Donnerstag",0,0,18.375,8,NA,"0",0
"9868",2017-07-07,"Kuchen",280.03553855482,"Freitag",0,5,20.625,7,61,"0",0
"9869",2017-07-08,"Kuchen",323.252800431888,"Samstag",0,4,20.625,16,21,"0",0
"9870",2017-07-09,"Kuchen",291.01852385457,"Sonntag",0,1,19.125,9,NA,"0",0
"9871",2017-07-10,"Kuchen",308.707126781116,"Montag",0,7,17.5,6,61,"0",0
"9872",2017-07-11,"Kuchen",216.222234709874,"Dienstag",0,6,19.875,11,95,"0",0
"9873",2017-07-12,"Kuchen",305.086914673925,"Mittwoch",0,7,14.75,12,61,"0",0
"9874",2017-07-13,"Kuchen",250.968535168665,"Donnerstag",0,6,16.875,15,NA,"0",0
"9875",2017-07-14,"Kuchen",336.129612974149,"Freitag",0,3,19.5,8,NA,"0",0
"9876",2017-07-15,"Kuchen",285.564576484531,"Samstag",0,7,18.75,10,21,"0",0
"9877",2017-07-16,"Kuchen",312.089956191711,"Sonntag",0,8,17.375,9,61,"0",0
"9878",2017-07-17,"Kuchen",308.725687110286,"Montag",0,6,18.5,12,NA,"0",0
"9879",2017-07-18,"Kuchen",292.647047885435,"Dienstag",0,5,18.75,7,NA,"0",0
"9880",2017-07-19,"Kuchen",272.974738842505,"Mittwoch",0,1,22.5,13,0,"0",0
"9881",2017-07-20,"Kuchen",307.578629865835,"Donnerstag",0,7,21.5,5,61,"0",0
"9882",2017-07-21,"Kuchen",242.757993509039,"Freitag",0,2,20.5,10,NA,"0",0
"9883",2017-07-22,"Kuchen",311.294356726898,"Samstag",0,7,18.5,9,63,"0",0
"9884",2017-07-23,"Kuchen",309.722661028726,"Sonntag",0,6,19.375,12,61,"0",0
"9885",2017-07-24,"Kuchen",294.414373895706,"Montag",0,7,18.75,10,21,"0",0
"9886",2017-07-25,"Kuchen",292.873336608295,"Dienstag",0,7,16.25,16,63,"0",0
"9887",2017-07-26,"Kuchen",280.921450739357,"Mittwoch",0,0,20.875,10,NA,"0",0
"9888",2017-07-27,"Kuchen",274.724777653659,"Donnerstag",0,6,19.5,10,61,"0",0
"9889",2017-07-28,"Kuchen",265.400900332413,"Freitag",0,6,18.125,17,61,"0",0
"9890",2017-07-29,"Kuchen",260.119810951082,"Samstag",0,5,19.625,11,61,"0",0
"9891",2017-07-30,"Kuchen",294.303759404718,"Sonntag",0,5,24,11,61,"0",0
"9892",2017-07-31,"Kuchen",222.684255865425,"Montag",0,2,22.75,9,NA,"0",0
"9893",2017-08-01,"Kuchen",325.864227815201,"Dienstag",0,6,21.375,7,21,"0",0
"9894",2017-08-02,"Kuchen",346.233879982049,"Mittwoch",0,5,21.375,8,61,"0",0
"9895",2017-08-03,"Kuchen",284.067056413653,"Donnerstag",0,7,20.125,10,95,"0",0
"9896",2017-08-04,"Kuchen",306.240426831459,"Freitag",0,6,19.625,18,21,"0",0
"9897",2017-08-05,"Kuchen",305.981167385721,"Samstag",0,4,20.125,12,NA,"0",0
"9898",2017-08-06,"Kuchen",250.580732174045,"Sonntag",0,3,18.5,13,21,"0",0
"9899",2017-08-07,"Kuchen",228.070359307693,"Montag",0,2,22.4875,8,NA,"0",0
"9900",2017-08-08,"Kuchen",241.398367826028,"Dienstag",0,6,23.0625,8,21,"0",0
"9901",2017-08-09,"Kuchen",275.224826686467,"Mittwoch",0,1,21.125,11,0,"0",0
"9902",2017-08-10,"Kuchen",285.768050551316,"Donnerstag",0,6,19.6,9,NA,"0",0
"9903",2017-08-11,"Kuchen",372.782287967599,"Freitag",0,7,16.375,8,61,"0",0
"9904",2017-08-12,"Kuchen",496.340276625854,"Samstag",0,7,15.5625,8,61,"0",0
"9905",2017-08-13,"Kuchen",409.881574019081,"Sonntag",0,4,17.825,11,21,"0",0
"9906",2017-08-14,"Kuchen",292.091747260976,"Montag",0,1,18.6375,12,0,"0",0
"9907",2017-08-15,"Kuchen",255.608134685099,"Dienstag",0,2,25.0625,9,NA,"0",0
"9908",2017-08-16,"Kuchen",251.948840372397,"Mittwoch",0,3,20.8625,8,0,"0",0
"9909",2017-08-17,"Kuchen",301.780605072633,"Donnerstag",0,5,21.8,10,63,"0",0
"9910",2017-08-18,"Kuchen",262.733830596957,"Freitag",0,6,19.6625,7,0,"0",0
"9911",2017-08-19,"Kuchen",375.15503525195,"Samstag",0,5,16.9375,11,63,"0",0
"9912",2017-08-20,"Kuchen",454.786377826213,"Sonntag",0,6,16.0125,10,61,"0",0
"9913",2017-08-21,"Kuchen",317.30654950445,"Montag",0,7,17.2,15,61,"0",0
"9914",2017-08-22,"Kuchen",264.929017109264,"Dienstag",0,4,17.6125,11,NA,"0",0
"9915",2017-08-23,"Kuchen",291.915768159844,"Mittwoch",0,0,19.4375,9,5,"0",0
"9916",2017-08-24,"Kuchen",275.774809663247,"Donnerstag",0,3,19.4875,14,21,"0",0
"9917",2017-08-25,"Kuchen",280.842590523046,"Freitag",0,3,19.7625,13,NA,"0",0
"9918",2017-08-26,"Kuchen",339.991828492121,"Samstag",0,4,19.525,7,0,"0",0
"9919",2017-08-27,"Kuchen",317.500175379358,"Sonntag",0,4,19.6625,13,21,"0",0
"9920",2017-08-28,"Kuchen",231.420492544675,"Montag",0,4,20.5375,5,NA,"0",0
"9921",2017-08-29,"Kuchen",298.71183853668,"Dienstag",0,0,24.6,9,NA,"0",0
"9922",2017-08-30,"Kuchen",253.839980851605,"Mittwoch",0,6,20,11,61,"0",0
"9923",2017-08-31,"Kuchen",240.055669466492,"Donnerstag",0,7,14.8875,11,61,"0",0
"9924",2017-09-01,"Kuchen",288.843756337643,"Freitag",0,4,17.3,7,61,"0",0
"9925",2017-09-02,"Kuchen",371.251226256219,"Samstag",0,4,16.525,8,21,"0",0
"9926",2017-09-03,"Kuchen",309.575629675294,"Sonntag",0,3,17.4,7,0,"0",0
"9927",2017-09-04,"Kuchen",229.034192472509,"Montag",0,0,18.2875,10,0,"0",0
"9928",2017-09-05,"Kuchen",271.36186156384,"Dienstag",0,3,20.95,6,NA,"0",0
"9929",2017-09-06,"Kuchen",205.509650132181,"Mittwoch",0,7,18.2,17,63,"0",0
"9930",2017-09-07,"Kuchen",286.739307390968,"Donnerstag",0,5,17.2875,16,21,"0",0
"9931",2017-09-08,"Kuchen",328.038238971674,"Freitag",0,7,14.9375,10,61,"0",0
"9932",2017-09-09,"Kuchen",309.96940239757,"Samstag",0,7,15.025,9,61,"0",0
"9933",2017-09-10,"Kuchen",325.047767160549,"Sonntag",0,2,17.65,11,0,"0",0
"9934",2017-09-11,"Kuchen",280.517630391338,"Montag",0,3,17.8625,11,21,"0",0
"9935",2017-09-12,"Kuchen",264.766259125866,"Dienstag",0,5,16.1,12,21,"0",0
"9936",2017-09-13,"Kuchen",257.656908373648,"Mittwoch",0,7,13.3375,20,63,"0",0
"9937",2017-09-14,"Kuchen",282.042321987466,"Donnerstag",0,7,13.2375,13,61,"0",0
"9938",2017-09-15,"Kuchen",281.018887596673,"Freitag",0,6,14.425,11,21,"0",0
"9939",2017-09-16,"Kuchen",385.784960697173,"Samstag",0,8,11.9125,6,61,"0",0
"9940",2017-09-17,"Kuchen",371.904519977965,"Sonntag",0,7,15.25,7,61,"0",0
"9941",2017-09-18,"Kuchen",241.442718410661,"Montag",0,2,15.075,4,0,"0",0
"9942",2017-09-19,"Kuchen",286.987625514626,"Dienstag",0,5,14.3875,8,65,"0",0
"9943",2017-09-20,"Kuchen",279.232234751958,"Mittwoch",0,7,14.225,10,61,"0",0
"9944",2017-09-21,"Kuchen",233.781957431054,"Donnerstag",0,4,16.9625,7,10,"0",0
"9945",2017-09-22,"Kuchen",298.224387910597,"Freitag",0,1,15.5875,8,0,"0",0
"9946",2017-09-23,"Kuchen",309.402162505762,"Samstag",0,0,15.85,9,0,"0",0
"9947",2017-09-24,"Kuchen",286.951029790191,"Sonntag",0,7,15.8125,9,53,"0",0
"9948",2017-09-25,"Kuchen",209.770076292486,"Montag",0,6,16.225,15,21,"0",0
"9949",2017-09-26,"Kuchen",251.23625399,"Dienstag",0,7,15.725,12,10,"0",0
"9950",2017-09-27,"Kuchen",269.32389585869,"Mittwoch",0,7,16.575,10,61,"0",0
"9951",2017-09-28,"Kuchen",216.18337274071,"Donnerstag",0,7,15.1125,7,21,"0",0
"9952",2017-09-29,"Kuchen",183.336062025461,"Freitag",0,2,19.1,6,10,"0",0
"9953",2017-09-30,"Kuchen",252.771674208015,"Samstag",0,7,15.1125,6,61,"0",0
"9954",2017-10-01,"Kuchen",290.957200506203,"Sonntag",0,2,16.2875,6,NA,"0",0
"9955",2017-10-02,"Kuchen",320.747988356239,"Montag",0,6,15.15,13,61,"0",0
"9956",2017-10-03,"Kuchen",284.291202178128,"Dienstag",0,5,14.2625,14,61,"Tag der Deutschen Einheit",1
"9957",2017-10-04,"Kuchen",222.932328659137,"Mittwoch",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"9958",2017-10-05,"Kuchen",157.712941182534,"Donnerstag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"9959",2017-10-06,"Kuchen",240.141151489344,"Freitag",0,1,13.8875,13,3,"0",0
"9960",2017-10-07,"Kuchen",203.274980317166,"Samstag",0,7,10.65,10,61,"0",0
"9961",2017-10-08,"Kuchen",291.121674749828,"Sonntag",0,0,12.025,12,5,"0",0
"9962",2017-10-09,"Kuchen",249.608625916003,"Montag",0,5,12.475,8,20,"0",0
"9963",2017-10-10,"Kuchen",226.822208607871,"Dienstag",0,7,14.05,9,63,"0",0
"9964",2017-10-11,"Kuchen",184.755380176755,"Mittwoch",0,7,14.6375,12,63,"0",0
"9965",2017-10-12,"Kuchen",251.400414606129,"Donnerstag",0,6,13.1875,24,21,"0",0
"9966",2017-10-13,"Kuchen",228.234419368223,"Freitag",0,6,14.1625,8,10,"0",0
"9967",2017-10-14,"Kuchen",281.010411691744,"Samstag",0,8,15.7625,12,61,"0",0
"9968",2017-10-15,"Kuchen",291.366018115848,"Sonntag",0,2,17.8125,5,28,"0",0
"9969",2017-10-16,"Kuchen",234.501209431174,"Montag",0,5,17.9375,7,10,"0",0
"9970",2017-10-17,"Kuchen",243.654436807116,"Dienstag",0,7,14.725,13,NA,"0",0
"9971",2017-10-18,"Kuchen",252.221751760971,"Mittwoch",0,4,14.8125,6,0,"0",0
"9972",2017-10-19,"Kuchen",248.139879342767,"Donnerstag",0,6,14.85,9,10,"0",0
"9973",2017-10-20,"Kuchen",245.085584097377,"Freitag",0,7,14.175,6,61,"0",0
"9974",2017-10-21,"Kuchen",283.147732419059,"Samstag",0,7,13.0375,6,61,"0",0
"9975",2017-10-22,"Kuchen",310.598534350843,"Sonntag",0,7,11.025,7,61,"0",0
"9976",2017-10-24,"Kuchen",235.057967677447,"Dienstag",0,7,11.925,8,61,"0",0
"9977",2017-10-25,"Kuchen",237.570580195407,"Mittwoch",0,7,14.225,16,61,"0",0
"9978",2017-10-26,"Kuchen",211.310572068957,"Donnerstag",0,5,13.475,12,NA,"0",0
"9979",2017-10-27,"Kuchen",270.124179027441,"Freitag",0,4,11.95,13,NA,"0",0
"9980",2017-10-28,"Kuchen",294.86190808903,"Samstag",0,7,11.2125,17,61,"0",0
"9981",2017-10-29,"Kuchen",288.883204317746,"Sonntag",0,2,9.9,20,21,"0",0
"9982",2017-10-30,"Kuchen",349.552126584613,"Montag",0,4.73383500557414,8.1,11,NA,"0",0
"9983",2017-11-01,"Kuchen",225.046455806744,"Mittwoch",0,4.73383500557414,12.975,12,NA,"0",0
"9984",2017-11-02,"Kuchen",211.038003898981,"Donnerstag",0,4.73383500557414,11.6875,13,NA,"0",0
"9985",2017-11-03,"Kuchen",222.547233588861,"Freitag",0,4.73383500557414,9.4375,7,NA,"0",0
"9986",2017-11-04,"Kuchen",238.74868723471,"Samstag",0,4.73383500557414,10.2625,5,NA,"0",0
"9987",2017-11-05,"Kuchen",238.177696155918,"Sonntag",0,4.73383500557414,9.8,8,NA,"0",0
"9988",2017-11-06,"Kuchen",183.512613245384,"Montag",0,4.73383500557414,8.2125,7,NA,"0",0
"9989",2017-11-07,"Kuchen",209.558055324474,"Dienstag",0,4.73383500557414,6.7875,5,NA,"0",0
"9990",2017-11-08,"Kuchen",158.471260467753,"Mittwoch",0,4.73383500557414,8.625,9,NA,"0",0
"9991",2017-11-09,"Kuchen",186.82204280255,"Donnerstag",0,6,8.55,9,10,"0",0
"9992",2017-11-10,"Kuchen",195.151969083118,"Freitag",0,7,7.5375,16,61,"0",0
"9993",2017-11-11,"Kuchen",180.222256933744,"Samstag",0,5,5.2375,8,63,"0",0
"9994",2017-11-12,"Kuchen",251.919049828483,"Sonntag",0,7,5.575,7,61,"0",0
"9995",2017-11-13,"Kuchen",190.681809391916,"Montag",0,2,5.9,9,10,"0",0
"9996",2017-11-14,"Kuchen",178.661803492764,"Dienstag",0,7,6.3875,11,61,"0",0
"9997",2017-11-15,"Kuchen",206.279762470308,"Mittwoch",0,7,9.375,7,61,"0",0
"9998",2017-11-16,"Kuchen",171.727290113674,"Donnerstag",0,8,8.8125,8,61,"0",0
"9999",2017-11-17,"Kuchen",192.143281265743,"Freitag",0,3,7.725,10,21,"0",0
"10000",2017-11-18,"Kuchen",195.853648840263,"Samstag",0,5,5.35,12,65,"0",0
"10001",2017-11-19,"Kuchen",290.527837190715,"Sonntag",0,3,6.25,15,21,"0",0
"10002",2017-11-20,"Kuchen",158.330039317857,"Montag",0,6,5.9625,6,NA,"0",0
"10003",2017-11-21,"Kuchen",164.080416153047,"Dienstag",0,7,4.9875,5,61,"0",0
"10004",2017-11-22,"Kuchen",181.432932775224,"Mittwoch",0,7,10.6125,10,61,"0",0
"10005",2017-11-23,"Kuchen",163.133572693129,"Donnerstag",0,7,12.225,16,61,"0",0
"10006",2017-11-24,"Kuchen",190.085144215812,"Freitag",0,7,6.9875,8,61,"0",0
"10007",2017-11-25,"Kuchen",173.387868915418,"Samstag",0,7,2.775,5,45,"0",0
"10008",2017-11-26,"Kuchen",223.727809609641,"Sonntag",0,7,4.65,12,61,"0",0
"10009",2017-11-27,"Kuchen",200.072289929706,"Montag",0,7,4.5625,14,61,"0",0
"10010",2017-11-28,"Kuchen",183.812795854092,"Dienstag",0,7,5.4875,12,61,"0",0
"10011",2017-11-29,"Kuchen",187.807886915041,"Mittwoch",0,7,4.225,6,61,"0",0
"10012",2017-11-30,"Kuchen",215.347994961026,"Donnerstag",0,7,2.8125,4,10,"0",0
"10013",2017-12-01,"Kuchen",205.146848262433,"Freitag",0,6,4.3625,8,68,"0",0
"10014",2017-12-02,"Kuchen",213.255598532005,"Samstag",0,7,0.375,8,61,"0",0
"10015",2017-12-03,"Kuchen",251.201023955334,"Sonntag",0,7,5.225,7,61,"0",0
"10016",2017-12-04,"Kuchen",167.07305419771,"Montag",0,2,5.3375,12,NA,"0",0
"10017",2017-12-05,"Kuchen",165.220390196023,"Dienstag",0,7,8.65,17,21,"0",0
"10018",2017-12-06,"Kuchen",189.869482426349,"Mittwoch",0,7,8.9,17,0,"0",0
"10019",2017-12-07,"Kuchen",193.736855216235,"Donnerstag",0,8,5.7625,13,61,"0",0
"10020",2017-12-08,"Kuchen",195.006756092183,"Freitag",0,6,1.675,10,73,"0",0
"10021",2017-12-09,"Kuchen",213.992875770387,"Samstag",0,3,3.5125,10,61,"0",0
"10022",2017-12-10,"Kuchen",230.009052923776,"Sonntag",0,7,0.9875,9,22,"0",0
"10023",2017-12-11,"Kuchen",162.390126292779,"Montag",0,8,2.2375,14,61,"0",0
"10024",2017-12-12,"Kuchen",171.789515630901,"Dienstag",0,7,1.55,12,68,"0",0
"10025",2017-12-13,"Kuchen",162.960520031848,"Mittwoch",0,7,1.9875,12,69,"0",0
"10026",2017-12-14,"Kuchen",215.233289739844,"Donnerstag",0,7,3.025,12,61,"0",0
"10027",2017-12-15,"Kuchen",206.324236158375,"Freitag",0,7,3.0375,9,20,"0",0
"10028",2017-12-16,"Kuchen",233.884316697174,"Samstag",0,1,3.275,10,10,"0",0
"10029",2017-12-17,"Kuchen",277.174647131406,"Sonntag",0,3,1.1375,7,10,"0",0
"10030",2017-12-18,"Kuchen",134.405698196815,"Montag",0,5,2.4625,6,10,"0",0
"10031",2017-12-19,"Kuchen",149.475430361226,"Dienstag",0,7,5.9125,7,20,"0",0
"10032",2017-12-20,"Kuchen",157.72174313434,"Mittwoch",0,7,6.6375,6,20,"0",0
"10033",2017-12-21,"Kuchen",178.949150168941,"Donnerstag",0,7,6.2375,10,21,"0",0
"10034",2017-12-22,"Kuchen",169.148699883427,"Freitag",0,7,5.7625,9,10,"0",0
"10035",2017-12-23,"Kuchen",190.505322033484,"Samstag",0,7,7.8,19,61,"0",0
"10036",2017-12-24,"Kuchen",199.910108801589,"Sonntag",0,7,8.1125,16,61,"0",0
"10037",2017-12-27,"Kuchen",220.052505331711,"Mittwoch",0,7,4.6125,7,21,"0",0
"10038",2017-12-28,"Kuchen",266.290326838145,"Donnerstag",0,4,4.0875,11,61,"0",0
"10039",2017-12-29,"Kuchen",285.850859014997,"Freitag",0,5,2.8125,11,61,"0",0
"10040",2017-12-30,"Kuchen",444.332521393835,"Samstag",0,7,4.05,10,61,"0",0
"10041",2017-12-31,"Kuchen",1432.42234722783,"Sonntag",0,7,8.25,16,63,"0",0
"10042",2018-01-02,"Kuchen",278.690545437323,"Dienstag",0,6,5.7,8,61,"0",0
"10043",2018-01-03,"Kuchen",234.246543565331,"Mittwoch",0,7,6.475,11,61,"0",0
"10044",2018-01-04,"Kuchen",231.043777731608,"Donnerstag",0,6,5.5125,7,61,"0",0
"10045",2018-01-05,"Kuchen",191.050544157891,"Freitag",0,8,4.325,10,61,"0",0
"10046",2018-01-06,"Kuchen",264.145810508481,"Samstag",0,7,3.1875,8,61,"0",0
"10047",2018-01-07,"Kuchen",316.353343557096,"Sonntag",0,0,0.65,8,NA,"0",0
"10048",2018-01-08,"Kuchen",270.748463547217,"Montag",0,1,0.9875,7,5,"0",0
"10049",2018-01-09,"Kuchen",170.647299973653,"Dienstag",0,4,3.1625,11,0,"0",0
"10050",2018-01-10,"Kuchen",192.264635692538,"Mittwoch",0,6,4.0125,6,21,"0",0
"10051",2018-01-11,"Kuchen",170.354115774724,"Donnerstag",0,7,3.8375,10,61,"0",0
"10052",2018-01-12,"Kuchen",211.608032733142,"Freitag",0,7,2.275,10,10,"0",0
"10053",2018-01-13,"Kuchen",256.585594385779,"Samstag",0,8,1.275,8,10,"0",0
"10054",2018-01-14,"Kuchen",326.994080961684,"Sonntag",0,1,0.325,8,5,"0",0
"10055",2018-01-15,"Kuchen",214.087728077301,"Montag",0,7,1.5625,12,61,"0",0
"10056",2018-01-16,"Kuchen",177.197009401223,"Dienstag",0,7,3.3625,9,61,"0",0
"10057",2018-01-17,"Kuchen",199.780437868024,"Mittwoch",0,6,1.8125,10,61,"0",0
"10058",2018-01-18,"Kuchen",221.520213856511,"Donnerstag",0,7,1.1625,17,73,"0",0
"10059",2018-01-19,"Kuchen",227.629762665163,"Freitag",0,6,1.975,10,73,"0",0
"10060",2018-01-20,"Kuchen",295.611586876073,"Samstag",0,8,1.75,7,61,"0",0
"10061",2018-01-21,"Kuchen",288.064172457206,"Sonntag",0,6,-0.6125,3,49,"0",0
"10062",2018-01-22,"Kuchen",205.21919174015,"Montag",0,7,0.675,7,77,"0",0
"10063",2018-01-23,"Kuchen",192.567272871935,"Dienstag",0,7,4.6625,7,61,"0",0
"10064",2018-01-24,"Kuchen",191.599397751055,"Mittwoch",0,8,11.6,14,61,"0",0
"10065",2018-01-25,"Kuchen",189.908855738294,"Donnerstag",0,7,7.95,9,21,"0",0
"10066",2018-01-26,"Kuchen",241.003825744459,"Freitag",0,6,5.9625,5,45,"0",0
"10067",2018-01-27,"Kuchen",238.508599445852,"Samstag",0,8,5.6375,9,10,"0",0
"10068",2018-01-28,"Kuchen",343.016602652484,"Sonntag",0,6,7.6625,16,61,"0",0
"10069",2018-01-29,"Kuchen",193.549213544791,"Montag",0,7,7.55,21,63,"0",0
"10070",2018-01-30,"Kuchen",209.702544523933,"Dienstag",0,4,5.7375,15,10,"0",0
"10071",2018-01-31,"Kuchen",215.663462355236,"Mittwoch",0,7,6.3,15,61,"0",0
"10072",2018-02-01,"Kuchen",229.803294936102,"Donnerstag",0,7,3.5125,11,61,"0",0
"10073",2018-02-02,"Kuchen",228.591244327193,"Freitag",0,7,3.45,6,61,"0",0
"10074",2018-02-03,"Kuchen",277.395112937839,"Samstag",0,7,-1.1625,8,71,"0",0
"10075",2018-02-04,"Kuchen",328.403879136331,"Sonntag",0,7,0.825,18,73,"0",0
"10076",2018-02-05,"Kuchen",235.745691044597,"Montag",0,7,-0.2375,10,22,"0",0
"10077",2018-02-06,"Kuchen",298.01563750602,"Dienstag",0,1,-0.8625,5,10,"0",0
"10078",2018-02-07,"Kuchen",243.449268125649,"Mittwoch",0,0,-1.285714,4,5,"0",0
"10079",2018-02-08,"Kuchen",362.43049278636,"Donnerstag",0,0,-0.0125,6,5,"0",0
"10080",2018-02-09,"Kuchen",286.323938385119,"Freitag",0,1,-0.2625,7,10,"0",0
"10081",2018-02-10,"Kuchen",366.553491234417,"Samstag",0,1,0.5625,4,10,"0",0
"10082",2018-02-11,"Kuchen",313.299044044869,"Sonntag",0,7,2.3375,11,75,"0",0
"10083",2018-02-12,"Kuchen",229.223490027313,"Montag",0,5,1.825,15,75,"0",0
"10084",2018-02-13,"Kuchen",263.057172107793,"Dienstag",0,0,2.6875,7,10,"0",0
"10085",2018-02-14,"Kuchen",321.82458011699,"Mittwoch",0,0,2.95,8,5,"0",0
"10086",2018-02-15,"Kuchen",209.675823535376,"Donnerstag",0,7,0.675,11,73,"0",0
"10087",2018-02-16,"Kuchen",367.998558366511,"Freitag",0,5,4.8625,12,21,"0",0
"10088",2018-02-17,"Kuchen",255.288264842689,"Samstag",0,8,4.125,5,10,"0",0
"10089",2018-02-18,"Kuchen",425.191342965134,"Sonntag",0,5,4.375,8,0,"0",0
"10090",2018-02-19,"Kuchen",304.597844032955,"Montag",0,5,4.9125,4,5,"0",0
"10091",2018-02-20,"Kuchen",178.062448908214,"Dienstag",0,1,3.375,11,10,"0",0
"10092",2018-02-21,"Kuchen",193.221411885626,"Mittwoch",0,6,2.175,7,22,"0",0
"10093",2018-02-22,"Kuchen",193.023042021481,"Donnerstag",0,7,1.1125,7,20,"0",0
"10094",2018-02-23,"Kuchen",231.223708996684,"Freitag",0,1,0.4375,12,5,"0",0
"10095",2018-02-24,"Kuchen",271.400923554803,"Samstag",0,6,0.125,15,71,"0",0
"10096",2018-02-25,"Kuchen",249.543387611877,"Sonntag",0,7,-2.9625,14,71,"0",0
"10097",2018-02-26,"Kuchen",211.624988296545,"Montag",0,5,-1.5375,18,NA,"0",0
"10098",2018-02-27,"Kuchen",177.990111725936,"Dienstag",0,6,-3.425,16,71,"0",0
"10099",2018-02-28,"Kuchen",229.431198331546,"Mittwoch",0,5,-6.1375,16,5,"0",0
"10100",2018-03-01,"Kuchen",249.942030668498,"Donnerstag",0,6,-3.95,18,71,"0",0
"10101",2018-03-02,"Kuchen",235.813107885023,"Freitag",0,6,-4.9625,15,71,"0",0
"10102",2018-03-03,"Kuchen",263.877067275459,"Samstag",0,0,-3.4375,13,5,"0",0
"10103",2018-03-04,"Kuchen",286.911673800713,"Sonntag",0,5,-2.3125,10,77,"0",0
"10104",2018-03-05,"Kuchen",205.928040152599,"Montag",0,5,5.9875,7,10,"0",0
"10105",2018-03-06,"Kuchen",213.611506320038,"Dienstag",0,0,6.4,9,5,"0",0
"10106",2018-03-07,"Kuchen",182.067633556186,"Mittwoch",0,7,1.1875,6,71,"0",0
"10107",2018-03-08,"Kuchen",189.012172780521,"Donnerstag",0,5,4.4625,8,61,"0",0
"10108",2018-03-09,"Kuchen",195.502333176715,"Freitag",0,7,4.45,13,61,"0",0
"10109",2018-03-10,"Kuchen",201.714896103318,"Samstag",0,8,3.4,10,63,"0",0
"10110",2018-03-11,"Kuchen",267.915218839859,"Sonntag",0,5,11.475,7,45,"0",0
