"","Datum","Warengruppe","Umsatz","Wochentag","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode"
"7519",2016-11-13,"Konditorei",180.570460709882,"Sonntag",NA,4,1.375,9,5
"7520",2016-11-14,"Konditorei",73.1540811139103,"Freitag",NA,4,2,10,5
"7521",2016-11-15,"Konditorei",78.0316412082128,"Montag",NA,7,7.75,9,61
"7522",2016-11-16,"Konditorei",56.5734184066884,"Donnerstag",NA,7,8.75,11,61
"7523",2016-11-17,"Konditorei",77.1064144815868,"Dienstag",NA,6,7.75,9,21
"7524",2016-11-18,"Konditorei",66.7588049069519,"Mittwoch",NA,4,7.25,13,21
"7525",2016-11-19,"Konditorei",65.3295640909929,"Samstag",NA,6,6.625,11,21
"7526",2016-11-20,"Konditorei",129.902767985023,"Sonntag",NA,6,6.375,12,63
"7527",2016-11-21,"Konditorei",68.2474023885487,"Freitag",NA,7,11.5,6,61
"7528",2016-11-22,"Konditorei",62.577534232199,"Montag",NA,7,12.125,7,NA
"7529",2016-11-23,"Konditorei",43.216005794062,"Donnerstag",NA,7,10,5,10
"7530",2016-11-24,"Konditorei",37.1306198924289,"Dienstag",NA,0,4.5,8,10
"7531",2016-11-25,"Konditorei",82.6037845116303,"Mittwoch",NA,7,4,4,45
"7532",2016-11-26,"Konditorei",75.884321074918,"Samstag",NA,7,5.875,10,61
"7533",2016-11-27,"Konditorei",114.122887017882,"Sonntag",NA,0,5.625,9,5
"7534",2016-11-28,"Konditorei",98.6464707783414,"Freitag",NA,1,2.875,11,NA
"7535",2016-11-29,"Konditorei",65.931094292729,"Montag",NA,3,3,9,10
"7536",2016-11-30,"Konditorei",65.5482234967467,"Donnerstag",NA,7,6.25,12,61
"7537",2016-12-01,"Konditorei",73.0318577251844,"Dienstag",NA,8,8.5,19,61
"7538",2016-12-02,"Konditorei",56.1898608815284,"Mittwoch",NA,0,3.625,8,0
"7539",2016-12-03,"Konditorei",68.03104342742,"Samstag",NA,4,-0.75,6,49
"7540",2016-12-04,"Konditorei",158.468179526554,"Sonntag",NA,8,4.125,6,NA
"7541",2016-12-05,"Konditorei",71.3207699523391,"Freitag",NA,7,3,7,NA
"7542",2016-12-06,"Konditorei",74.8709420444816,"Montag",NA,7,6.25,5,61
"7543",2016-12-07,"Konditorei",54.436418005143,"Donnerstag",NA,7,4.5,10,61
"7544",2016-12-08,"Konditorei",67.8059676809944,"Dienstag",NA,8,8.625,12,10
"7545",2016-12-09,"Konditorei",49.4876098998061,"Mittwoch",NA,7,8.875,13,20
"7546",2016-12-10,"Konditorei",82.5554594056483,"Samstag",NA,7,9.5,10,61
"7547",2016-12-11,"Konditorei",122.393092255363,"Sonntag",NA,NA,NA,NA,NA
"7548",2016-12-12,"Konditorei",64.6764106485914,"Freitag",NA,7,4.875,4,61
"7549",2016-12-13,"Konditorei",85.6826779457696,"Montag",NA,7,6.285714,5,10
"7550",2016-12-14,"Konditorei",37.7356552333979,"Donnerstag",NA,7,4.625,6,45
"7551",2016-12-15,"Konditorei",53.5004254895103,"Dienstag",NA,7,0,8,49
"7552",2016-12-16,"Konditorei",38.9528425623819,"Mittwoch",NA,8,-1,5,10
"7553",2016-12-18,"Konditorei",140.136610342031,"Sonntag",NA,7,7,8,0
"7554",2016-12-19,"Konditorei",94.5628514641113,"Freitag",NA,8,5.75,4,0
"7555",2016-12-20,"Konditorei",61.1485904856224,"Montag",NA,8,1.5,7,10
"7556",2016-12-21,"Konditorei",63.6403905738695,"Donnerstag",NA,6,3.625,10,10
"7557",2016-12-22,"Konditorei",56.7151675847979,"Dienstag",NA,7,5.25,8,61
"7558",2016-12-23,"Konditorei",84.3598588704714,"Mittwoch",NA,7,6.375,9,10
"7559",2016-12-24,"Konditorei",95.06649534546,"Samstag",NA,6,6.125,14,95
"7560",2016-12-27,"Konditorei",47.0674315395429,"Montag",NA,6,8.25,21,NA
"7561",2016-12-28,"Konditorei",61.4077235816262,"Donnerstag",NA,4,7.125,12,0
"7562",2016-12-29,"Konditorei",42.6612128486371,"Dienstag",NA,3,3.75,11,10
"7563",2016-12-30,"Konditorei",49.5316296726807,"Mittwoch",NA,4,1.75,10,10
"7564",2016-12-31,"Konditorei",50.7706476580069,"Samstag",NA,7,4.875,13,28
"7565",2017-01-02,"Konditorei",76.172894548647,"Freitag",NA,3,1.625,8,0
"7566",2017-01-03,"Konditorei",59.602476507477,"Montag",NA,7,6,16,61
"7567",2017-01-04,"Konditorei",92.77818043027,"Donnerstag",NA,4,4,19,20
"7568",2017-01-05,"Konditorei",85.8475651563441,"Dienstag",NA,4,-2.875,15,0
"7569",2017-01-06,"Konditorei",72.5514428845978,"Mittwoch",NA,1,-4.25,6,NA
"7570",2017-01-07,"Konditorei",73.3540061918454,"Samstag",NA,8,-0.5,11,71
"7571",2017-01-08,"Konditorei",204.632350244358,"Sonntag",NA,8,2.25,4,10
"7572",2017-01-09,"Konditorei",57.1273534719678,"Freitag",NA,8,2.5,6,20
"7573",2017-01-10,"Konditorei",97.3146919058678,"Montag",NA,7,2.625,9,10
"7574",2017-01-11,"Konditorei",48.3637668861658,"Donnerstag",NA,7,4.625,15,61
"7575",2017-01-12,"Konditorei",61.4829250849197,"Dienstag",NA,4,4.5,16,61
"7576",2017-01-13,"Konditorei",44.2604372068594,"Mittwoch",NA,3,3.125,7,61
"7577",2017-01-14,"Konditorei",114.52388735264,"Samstag",NA,2,1.75,10,61
"7578",2017-01-15,"Konditorei",230.136726609361,"Sonntag",NA,5,1.375,10,71
"7579",2017-01-16,"Konditorei",72.5723272399196,"Freitag",NA,0,0.25,9,0
"7580",2017-01-17,"Konditorei",37.2233303255336,"Montag",NA,7,0.5,4,10
"7581",2017-01-18,"Konditorei",88.740900134927,"Donnerstag",NA,7,0.125,8,20
"7582",2017-01-19,"Konditorei",63.8146856927061,"Dienstag",NA,8,1.5,8,61
"7583",2017-01-20,"Konditorei",83.6270664379288,"Mittwoch",NA,8,3.625,5,21
"7584",2017-01-21,"Konditorei",92.928810396671,"Samstag",NA,7,5.75,5,10
"7585",2017-01-22,"Konditorei",121.141203339317,"Sonntag",NA,8,1.375,5,10
"7586",2017-01-23,"Konditorei",56.8576684618938,"Freitag",NA,7,1.125,8,10
"7587",2017-01-24,"Konditorei",88.8836214390903,"Montag",NA,7,1.875,8,45
"7588",2017-01-25,"Konditorei",67.8561608632943,"Donnerstag",NA,7,-1.25,6,49
"7589",2017-01-26,"Konditorei",83.4163243140965,"Dienstag",NA,6,1,7,10
"7590",2017-01-27,"Konditorei",134.892150309327,"Mittwoch",NA,0,2.142857,7,5
"7591",2017-01-28,"Konditorei",150.612189036317,"Samstag",NA,1,2.875,5,5
"7592",2017-01-29,"Konditorei",182.721053036135,"Sonntag",NA,7,4.75,8,61
"7593",2017-01-30,"Konditorei",58.6463743359007,"Freitag",NA,7,2.625,13,61
"7594",2017-01-31,"Konditorei",91.3282754946385,"Montag",NA,7,3.125,15,10
"7595",2017-02-01,"Konditorei",71.90630540414,"Donnerstag",NA,7,1.125,8,20
"7596",2017-02-02,"Konditorei",71.8568347813858,"Dienstag",NA,7,1.75,6,61
"7597",2017-02-03,"Konditorei",77.2719087098648,"Mittwoch",NA,7,1.625,6,45
"7598",2017-02-04,"Konditorei",156.145828217114,"Samstag",NA,7,5.75,6,61
"7599",2017-02-05,"Konditorei",148.611259758825,"Sonntag",NA,8,2,10,61
"7600",2017-02-06,"Konditorei",78.7402186288165,"Freitag",NA,7,2.5,12,61
"7601",2017-02-07,"Konditorei",64.4310797984471,"Montag",NA,7,0,12,77
"7602",2017-02-08,"Konditorei",62.108564002711,"Donnerstag",NA,8,-2,8,77
"7603",2017-02-09,"Konditorei",50.2485860858745,"Dienstag",NA,8,-2.125,11,22
"7604",2017-02-10,"Konditorei",68.707358861519,"Mittwoch",NA,7,-1.75,16,10
"7605",2017-02-11,"Konditorei",108.587748137268,"Samstag",NA,7,0,17,0
"7606",2017-02-12,"Konditorei",164.72696827433,"Sonntag",NA,8,0.375,17,10
"7607",2017-02-13,"Konditorei",66.9857019587524,"Freitag",NA,0,-0.25,10,10
"7608",2017-02-14,"Konditorei",116.314901445917,"Montag",NA,2,-0.75,8,49
"7609",2017-02-15,"Konditorei",85.8636816313846,"Donnerstag",NA,0,5.875,4,5
"7610",2017-02-16,"Konditorei",76.3790125687554,"Dienstag",NA,7,6.25,10,61
"7611",2017-02-17,"Konditorei",84.904925270326,"Mittwoch",NA,7,6,9,61
"7612",2017-02-18,"Konditorei",130.746487752412,"Samstag",NA,7,4.625,12,20
"7613",2017-02-19,"Konditorei",161.686427026824,"Sonntag",NA,7,5.625,8,61
"7614",2017-02-20,"Konditorei",82.0547293877186,"Freitag",NA,7,8,16,61
"7615",2017-02-21,"Konditorei",72.2593350833824,"Montag",NA,6,7.625,18,NA
"7616",2017-02-22,"Konditorei",58.1723333446861,"Donnerstag",NA,6,7.375,20,61
"7617",2017-02-23,"Konditorei",68.0279423384753,"Dienstag",NA,7,4.375,22,63
"7618",2017-02-24,"Konditorei",80.4488608498589,"Mittwoch",NA,1,4.125,15,21
"7619",2017-02-25,"Konditorei",109.366704462816,"Samstag",NA,7,3.375,12,61
"7620",2017-02-26,"Konditorei",219.070489867947,"Sonntag",NA,7,7.5,11,61
"7621",2017-02-27,"Konditorei",79.9282396414421,"Freitag",NA,8,10.75,11,NA
"7622",2017-02-28,"Konditorei",63.4128404969572,"Montag",NA,6,6,15,21
"7623",2017-03-01,"Konditorei",63.9917334574785,"Donnerstag",NA,6,5,14,63
"7624",2017-03-02,"Konditorei",88.5170198704386,"Dienstag",NA,3,6.5,16,21
"7625",2017-03-03,"Konditorei",117.704319583557,"Mittwoch",NA,2,8.375,10,0
"7626",2017-03-04,"Konditorei",106.359853382428,"Samstag",NA,6,9.125,5,5
"7627",2017-03-05,"Konditorei",140.485447246568,"Sonntag",NA,7,7.375,12,61
"7628",2017-03-06,"Konditorei",81.6378419412611,"Freitag",NA,8,3.75,17,0
"7629",2017-03-07,"Konditorei",67.1621281398369,"Montag",NA,7,1.75,7,20
"7630",2017-03-08,"Konditorei",66.6334195345118,"Donnerstag",NA,6,5.75,9,61
"7631",2017-03-09,"Konditorei",60.757612565121,"Dienstag",NA,7,7.375,8,21
"7632",2017-03-10,"Konditorei",81.8267970341715,"Mittwoch",NA,4,8.75,16,0
"7633",2017-03-11,"Konditorei",133.379795484216,"Samstag",NA,2,7.75,9,0
"7634",2017-03-12,"Konditorei",185.780111123125,"Sonntag",NA,6,6.375,9,NA
"7635",2017-03-13,"Konditorei",36.8342602340521,"Freitag",NA,7,6.625,7,5
"7636",2017-03-14,"Konditorei",75.3949001762448,"Montag",NA,6,10.5,13,0
"7637",2017-03-15,"Konditorei",84.2638211334626,"Donnerstag",NA,0,9.25,16,5
"7638",2017-03-16,"Konditorei",61.6572117456336,"Dienstag",NA,5,11.75,9,NA
"7639",2017-03-17,"Konditorei",90.533610402315,"Mittwoch",NA,6,6.75,18,63
"7640",2017-03-18,"Konditorei",113.966410569379,"Samstag",NA,5,6.875,22,21
"7641",2017-03-19,"Konditorei",115.495208167488,"Sonntag",NA,8,3.875,9,79
"7642",2017-03-20,"Konditorei",51.316960690722,"Freitag",NA,7,10.25,8,61
"7643",2017-03-21,"Konditorei",100.759683299883,"Montag",NA,5,8.75,20,21
"7644",2017-03-22,"Konditorei",81.269583581414,"Donnerstag",NA,0,10.75,11,0
"7645",2017-03-23,"Konditorei",70.849572294015,"Dienstag",NA,4,8.125,11,NA
"7646",2017-03-24,"Konditorei",58.5851663089429,"Mittwoch",NA,0,10.5,7,0
"7647",2017-03-25,"Konditorei",93.7758182509783,"Samstag",NA,3,9.875,12,0
"7648",2017-03-26,"Konditorei",136.703246958164,"Sonntag",NA,3,9.375,7,0
"7649",2017-03-27,"Konditorei",67.4186879160606,"Freitag",NA,0,12.5,11,10
"7650",2017-03-28,"Konditorei",69.5508750394699,"Montag",NA,0,13.875,7,0
"7651",2017-03-29,"Konditorei",80.1827950388481,"Donnerstag",NA,8,10,13,21
"7652",2017-03-30,"Konditorei",72.0581071717604,"Dienstag",NA,7,16,12,61
"7653",2017-03-31,"Konditorei",82.5857123112681,"Mittwoch",NA,0,19.75,7,NA
"7654",2017-04-01,"Konditorei",105.327884180599,"Samstag",NA,2,15.75,7,0
"7655",2017-04-02,"Konditorei",158.564600534337,"Sonntag",NA,2,13.375,13,0
"7656",2017-04-03,"Konditorei",48.8649330595976,"Freitag",NA,2,10.375,8,NA
"7657",2017-04-04,"Konditorei",103.705254020785,"Montag",NA,2,12.625,8,0
"7658",2017-04-05,"Konditorei",64.3576534956172,"Donnerstag",NA,5,9.875,18,21
"7659",2017-04-06,"Konditorei",100.271587035808,"Dienstag",NA,6,10,17,0
"7660",2017-04-07,"Konditorei",65.2294235118217,"Mittwoch",NA,6,11.125,18,20
"7661",2017-04-08,"Konditorei",61.6953008735896,"Samstag",NA,7,10.875,12,NA
"7662",2017-04-09,"Konditorei",219.280741698519,"Sonntag",NA,0,16,9,5
"7663",2017-04-10,"Konditorei",58.4301668528818,"Freitag",NA,7,9.5,19,21
"7664",2017-04-11,"Konditorei",52.4537471926837,"Montag",NA,5,8.75,18,21
"7665",2017-04-12,"Konditorei",83.3483028955622,"Donnerstag",NA,7,8.75,13,61
"7666",2017-04-13,"Konditorei",67.6590164952461,"Dienstag",NA,7,9,18,61
"7667",2017-04-15,"Konditorei",96.988462555113,"Samstag",NA,6,8.125,23,63
"7668",2017-04-16,"Konditorei",163.798968606753,"Sonntag",NA,7,6.875,7,61
"7669",2017-04-17,"Konditorei",123.155523116043,"Freitag",NA,6,6.25,10,61
"7670",2017-04-18,"Konditorei",80.2153036784791,"Montag",NA,4,5.625,15,NA
"7671",2017-04-19,"Konditorei",75.1363705043662,"Donnerstag",NA,0,6.375,10,0
"7672",2017-04-20,"Konditorei",61.3656923024417,"Dienstag",NA,7,8.25,12,NA
"7673",2017-04-21,"Konditorei",79.5611036276012,"Mittwoch",NA,7,11.875,19,61
"7674",2017-04-22,"Konditorei",82.4365753574389,"Samstag",NA,5,7.5,21,61
"7675",2017-04-23,"Konditorei",108.160033400098,"Sonntag",NA,4,7.875,20,21
"7676",2017-04-24,"Konditorei",48.2688725316541,"Freitag",NA,7,8.875,17,63
"7677",2017-04-25,"Konditorei",93.7444327678031,"Montag",NA,5,5.5,15,69
"7678",2017-04-26,"Konditorei",62.8963375122886,"Donnerstag",NA,6,7.625,7,61
"7679",2017-04-27,"Konditorei",52.8328537833768,"Dienstag",NA,6,8.625,13,61
"7680",2017-04-28,"Konditorei",93.814442811662,"Mittwoch",NA,7,8.625,10,61
"7681",2017-04-29,"Konditorei",78.0971347346375,"Samstag",NA,4,7.125,9,61
"7682",2017-04-30,"Konditorei",143.743529921784,"Sonntag",NA,1,11.875,12,0
"7683",2017-05-02,"Konditorei",90.2913380889921,"Montag",NA,2,10.875,21,5
"7684",2017-05-03,"Konditorei",73.1703266866572,"Donnerstag",NA,3,11.25,20,5
"7685",2017-05-04,"Konditorei",71.1406609605042,"Dienstag",NA,7,10.625,19,NA
"7686",2017-05-05,"Konditorei",54.8732542166246,"Mittwoch",NA,7,8.25,15,61
"7687",2017-05-06,"Konditorei",92.5323948760614,"Samstag",NA,7,11,7,0
"7688",2017-05-07,"Konditorei",126.947241444583,"Sonntag",NA,0,17.125,9,0
"7689",2017-05-08,"Konditorei",102.773384581564,"Freitag",NA,1,9.75,19,5
"7690",2017-05-09,"Konditorei",69.5364551185151,"Montag",NA,4,10,12,NA
"7691",2017-05-10,"Konditorei",61.7792073905273,"Donnerstag",NA,7,9.25,11,61
"7692",2017-05-11,"Konditorei",72.8861793443066,"Dienstag",NA,0,13.375,14,NA
"7693",2017-05-12,"Konditorei",68.2309660323106,"Mittwoch",NA,7,12.75,13,61
"7694",2017-05-13,"Konditorei",58.305603187413,"Samstag",NA,6,17.875,6,21
"7695",2017-05-14,"Konditorei",165.787943714285,"Sonntag",NA,2,18.75,12,0
"7696",2017-05-15,"Konditorei",46.9369598854349,"Freitag",NA,3,17.375,9,0
"7697",2017-05-16,"Konditorei",87.5012817316997,"Montag",NA,7,14.125,8,61
"7698",2017-05-17,"Konditorei",52.2216515391077,"Donnerstag",NA,6,23.125,7,NA
"7699",2017-05-18,"Konditorei",48.9746270370385,"Dienstag",NA,4,23.125,12,NA
"7700",2017-05-19,"Konditorei",83.3433113602956,"Mittwoch",NA,6,17.375,7,21
"7701",2017-05-20,"Konditorei",72.2408129711556,"Samstag",NA,4,16,12,NA
"7702",2017-05-21,"Konditorei",81.2419387265385,"Sonntag",NA,1,18.625,12,NA
"7703",2017-05-22,"Konditorei",63.2162742609165,"Freitag",NA,0,17.75,9,NA
"7704",2017-05-23,"Konditorei",70.5717735905547,"Montag",NA,4,22.125,15,95
"7705",2017-05-24,"Konditorei",55.0551017140636,"Donnerstag",NA,3,17.125,18,0
"7706",2017-05-25,"Konditorei",178.507311972289,"Dienstag",NA,2,18.875,12,NA
"7707",2017-05-26,"Konditorei",96.5346384793528,"Mittwoch",NA,0,20.75,6,0
"7708",2017-05-27,"Konditorei",83.3171295360551,"Samstag",NA,0,24.75,7,NA
"7709",2017-05-28,"Konditorei",79.3642256524708,"Sonntag",NA,1,22.375,14,61
"7710",2017-05-29,"Konditorei",106.540596254849,"Freitag",NA,5,18.75,7,0
"7711",2017-05-30,"Konditorei",67.7307516958576,"Montag",NA,6,20.5,14,5
"7712",2017-05-31,"Konditorei",83.0460110169265,"Donnerstag",NA,5,15.5,18,5
"7713",2017-06-01,"Konditorei",63.4915307338161,"Dienstag",NA,0,17.375,12,5
"7714",2017-06-02,"Konditorei",62.6538987320347,"Mittwoch",NA,0,20.25,9,NA
"7715",2017-06-03,"Konditorei",79.8748577098249,"Samstag",NA,7,17.5,5,61
"7716",2017-06-04,"Konditorei",133.455027306339,"Sonntag",NA,5,17.125,14,61
"7717",2017-06-05,"Konditorei",172.589776003415,"Freitag",NA,1,20.125,9,0
"7718",2017-06-06,"Konditorei",102.198889451759,"Montag",NA,4,21.625,10,61
"7719",2017-06-07,"Konditorei",83.9117859837582,"Donnerstag",NA,7,12.25,14,63
"7720",2017-06-08,"Konditorei",73.5704897538955,"Dienstag",NA,7,14.875,8,61
"7721",2017-06-09,"Konditorei",67.4684022242791,"Mittwoch",NA,6,20.25,14,95
"7722",2017-06-10,"Konditorei",32.1168117155127,"Samstag",NA,5,19.25,10,0
"7723",2017-06-11,"Konditorei",46.2552218805324,"Sonntag",NA,2,25,11,NA
"7724",2017-06-12,"Konditorei",97.26620417744,"Freitag",NA,7,16.25,16,61
"7725",2017-06-13,"Konditorei",63.3994762725495,"Montag",NA,6,16.125,16,21
"7726",2017-06-14,"Konditorei",69.9676858088209,"Donnerstag",NA,7,19.125,9,NA
"7727",2017-06-15,"Konditorei",50.2552344362863,"Dienstag",NA,3,22.75,6,21
"7728",2017-06-16,"Konditorei",31.6497269804199,"Mittwoch",NA,5,17.375,20,21
"7729",2017-06-17,"Konditorei",72.512643357311,"Samstag",1,0,20.125,15,0
"7730",2017-06-18,"Konditorei",71.2599878811923,"Sonntag",1,2,24.25,9,NA
"7731",2017-06-19,"Konditorei",66.5031569430632,"Freitag",1,1,25.375,7,0
"7732",2017-06-20,"Konditorei",59.7710397044917,"Montag",1,0,20.75,12,0
"7733",2017-06-21,"Konditorei",74.2881182284261,"Donnerstag",1,3,18.75,10,NA
"7734",2017-06-22,"Konditorei",93.3756723023931,"Dienstag",1,3,20.25,10,95
"7735",2017-06-23,"Konditorei",79.9477044026905,"Mittwoch",1,7,17.25,14,61
"7736",2017-06-24,"Konditorei",62.1562035019027,"Samstag",1,6,17.875,19,61
"7737",2017-06-25,"Konditorei",94.280904248875,"Sonntag",1,7,17.25,16,20
"7738",2017-06-26,"Konditorei",33.6633467822054,"Freitag",NA,3,17.375,16,21
"7739",2017-06-27,"Konditorei",91.6504679892195,"Montag",NA,3,16.375,9,NA
"7740",2017-06-28,"Konditorei",97.0032376307129,"Donnerstag",NA,6,19.75,18,NA
"7741",2017-06-29,"Konditorei",108.636058610424,"Dienstag",NA,7,17.875,8,61
"7742",2017-06-30,"Konditorei",69.1769825237336,"Mittwoch",NA,7,14.875,11,63
"7743",2017-07-01,"Konditorei",91.7431250723518,"Samstag",NA,7,17.625,10,21
"7744",2017-07-02,"Konditorei",113.939643815891,"Sonntag",NA,7,17.125,18,21
"7745",2017-07-03,"Konditorei",63.8439379450254,"Freitag",NA,7,18.625,14,95
"7746",2017-07-05,"Konditorei",65.1183318108935,"Donnerstag",NA,2,19,9,NA
"7747",2017-07-06,"Konditorei",86.783817525492,"Dienstag",NA,0,18.375,8,NA
"7748",2017-07-07,"Konditorei",68.9772820349558,"Mittwoch",NA,5,20.625,7,61
"7749",2017-07-08,"Konditorei",95.7270922502977,"Samstag",NA,4,20.625,16,21
"7750",2017-07-09,"Konditorei",107.869190385805,"Sonntag",NA,1,19.125,9,NA
"7751",2017-07-10,"Konditorei",96.5349131699666,"Freitag",NA,7,17.5,6,61
"7752",2017-07-11,"Konditorei",66.1297555388744,"Montag",NA,6,19.875,11,95
"7753",2017-07-12,"Konditorei",82.3784967231009,"Donnerstag",NA,7,14.75,12,61
"7754",2017-07-13,"Konditorei",95.1582387192905,"Dienstag",NA,6,16.875,15,NA
"7755",2017-07-14,"Konditorei",85.6926686077635,"Mittwoch",NA,3,19.5,8,NA
"7756",2017-07-15,"Konditorei",71.1735594852225,"Samstag",NA,7,18.75,10,21
"7757",2017-07-16,"Konditorei",94.3001047890986,"Sonntag",NA,8,17.375,9,61
"7758",2017-07-17,"Konditorei",72.6701335341285,"Freitag",NA,6,18.5,12,NA
"7759",2017-07-18,"Konditorei",89.1266102583634,"Montag",NA,5,18.75,7,NA
"7760",2017-07-19,"Konditorei",77.1847470017168,"Donnerstag",NA,1,22.5,13,0
"7761",2017-07-20,"Konditorei",74.7950274442457,"Dienstag",NA,7,21.5,5,61
"7762",2017-07-21,"Konditorei",55.5483271970157,"Mittwoch",NA,2,20.5,10,NA
"7763",2017-07-22,"Konditorei",69.8668112848796,"Samstag",NA,7,18.5,9,63
"7764",2017-07-23,"Konditorei",86.316802196675,"Sonntag",NA,6,19.375,12,61
"7765",2017-07-24,"Konditorei",90.7708220684182,"Freitag",NA,7,18.75,10,21
"7766",2017-07-25,"Konditorei",81.2695426792517,"Montag",NA,7,16.25,16,63
"7767",2017-07-26,"Konditorei",79.1146599002503,"Donnerstag",NA,0,20.875,10,NA
"7768",2017-07-27,"Konditorei",111.906264476103,"Dienstag",NA,6,19.5,10,61
"7769",2017-07-28,"Konditorei",81.3318887692057,"Mittwoch",NA,6,18.125,17,61
"7770",2017-07-29,"Konditorei",67.3861469013822,"Samstag",NA,5,19.625,11,61
"7771",2017-07-30,"Konditorei",150.306407349588,"Sonntag",NA,5,24,11,61
"7772",2017-07-31,"Konditorei",87.2264793728435,"Freitag",NA,2,22.75,9,NA
"7773",2017-08-01,"Konditorei",88.2080059991747,"Montag",NA,6,21.375,7,21
"7774",2017-08-02,"Konditorei",131.702253696054,"Donnerstag",NA,5,21.375,8,61
"7775",2017-08-03,"Konditorei",55.4231226495198,"Dienstag",NA,7,20.125,10,95
"7776",2017-08-04,"Konditorei",109.238985280319,"Mittwoch",NA,6,19.625,18,21
"7777",2017-08-05,"Konditorei",85.1293179346948,"Samstag",NA,4,20.125,12,NA
"7778",2017-08-06,"Konditorei",127.390987922708,"Sonntag",NA,3,18.5,13,21
"7779",2017-08-07,"Konditorei",125.232220841053,"Freitag",NA,2,22.4875,8,NA
"7780",2017-08-08,"Konditorei",67.058818368455,"Montag",NA,6,23.0625,8,21
"7781",2017-08-09,"Konditorei",76.5695591163478,"Donnerstag",NA,1,21.125,11,0
"7782",2017-08-10,"Konditorei",62.3945970040157,"Dienstag",NA,6,19.6,9,NA
"7783",2017-08-11,"Konditorei",192.905985979155,"Mittwoch",NA,7,16.375,8,61
"7784",2017-08-12,"Konditorei",88.4596063385422,"Samstag",NA,7,15.5625,8,61
"7785",2017-08-13,"Konditorei",171.364541630665,"Sonntag",NA,4,17.825,11,21
"7786",2017-08-14,"Konditorei",69.9011710580554,"Freitag",NA,1,18.6375,12,0
"7787",2017-08-15,"Konditorei",84.1907304228019,"Montag",NA,2,25.0625,9,NA
"7788",2017-08-16,"Konditorei",110.847258810596,"Donnerstag",NA,3,20.8625,8,0
"7789",2017-08-17,"Konditorei",94.0098247173751,"Dienstag",NA,5,21.8,10,63
"7790",2017-08-18,"Konditorei",115.429769462369,"Mittwoch",NA,6,19.6625,7,0
"7791",2017-08-19,"Konditorei",88.5117263512927,"Samstag",NA,5,16.9375,11,63
"7792",2017-08-20,"Konditorei",177.591810776184,"Sonntag",NA,6,16.0125,10,61
"7793",2017-08-21,"Konditorei",116.218577478867,"Freitag",NA,7,17.2,15,61
"7794",2017-08-22,"Konditorei",121.055352670959,"Montag",NA,4,17.6125,11,NA
"7795",2017-08-23,"Konditorei",111.127810160075,"Donnerstag",NA,0,19.4375,9,5
"7796",2017-08-24,"Konditorei",81.5352495021915,"Dienstag",NA,3,19.4875,14,21
"7797",2017-08-25,"Konditorei",74.8792539023913,"Mittwoch",NA,3,19.7625,13,NA
"7798",2017-08-26,"Konditorei",84.5048268353206,"Samstag",NA,4,19.525,7,0
"7799",2017-08-27,"Konditorei",88.2407570500263,"Sonntag",NA,4,19.6625,13,21
"7800",2017-08-28,"Konditorei",116.448376909258,"Freitag",NA,4,20.5375,5,NA
"7801",2017-08-29,"Konditorei",93.7809909339894,"Montag",NA,0,24.6,9,NA
"7802",2017-08-30,"Konditorei",111.524579913385,"Donnerstag",NA,6,20,11,61
"7803",2017-08-31,"Konditorei",71.906687893883,"Dienstag",NA,7,14.8875,11,61
"7804",2017-09-01,"Konditorei",82.3556040468453,"Mittwoch",NA,4,17.3,7,61
"7805",2017-09-02,"Konditorei",121.044999862051,"Samstag",NA,4,16.525,8,21
"7806",2017-09-03,"Konditorei",134.790944392661,"Sonntag",NA,3,17.4,7,0
"7807",2017-09-04,"Konditorei",88.5114730873768,"Freitag",NA,0,18.2875,10,0
"7808",2017-09-05,"Konditorei",87.0102739579243,"Montag",NA,3,20.95,6,NA
"7809",2017-09-06,"Konditorei",76.5335983552829,"Donnerstag",NA,7,18.2,17,63
"7810",2017-09-07,"Konditorei",92.2892966010378,"Dienstag",NA,5,17.2875,16,21
"7811",2017-09-08,"Konditorei",88.6683492059348,"Mittwoch",NA,7,14.9375,10,61
"7812",2017-09-09,"Konditorei",102.169117654378,"Samstag",NA,7,15.025,9,61
"7813",2017-09-10,"Konditorei",123.058047573276,"Sonntag",NA,2,17.65,11,0
"7814",2017-09-11,"Konditorei",87.0859633017978,"Freitag",NA,3,17.8625,11,21
"7815",2017-09-12,"Konditorei",103.90785263473,"Montag",NA,5,16.1,12,21
"7816",2017-09-13,"Konditorei",99.1512886820295,"Donnerstag",NA,7,13.3375,20,63
"7817",2017-09-14,"Konditorei",96.0196430549054,"Dienstag",NA,7,13.2375,13,61
"7818",2017-09-15,"Konditorei",83.1030772087039,"Mittwoch",NA,6,14.425,11,21
"7819",2017-09-16,"Konditorei",114.27823433352,"Samstag",NA,8,11.9125,6,61
"7820",2017-09-17,"Konditorei",164.495712817907,"Sonntag",NA,7,15.25,7,61
"7821",2017-09-18,"Konditorei",112.819459460053,"Freitag",NA,2,15.075,4,0
"7822",2017-09-19,"Konditorei",96.1737438086227,"Montag",NA,5,14.3875,8,65
"7823",2017-09-20,"Konditorei",90.6379930185149,"Donnerstag",NA,7,14.225,10,61
"7824",2017-09-21,"Konditorei",87.4565566491421,"Dienstag",NA,4,16.9625,7,10
